member_guid,subscription_id,subscription_start_wk,geo,market_area,market_segment,purchase_source,promo_regular,cc_segment,subscription_offerings,subscription_type,entitlement_period,twp_flag,subscription_tenure,member_classification,category,product,visited_website,active_flag
193,1194,2020-50,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Trial_Purchase,43,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,1,0
194,1195,2020-32,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,172,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
195,1196,2020-36,JPN,JPN,EDUCATION,E-TAIL/RETAIL,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,144,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,1,1
196,1197,2021-02,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,16,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
197,1198,2021-03,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,8,EXISTING - MIGRATE,DESKTOP,MEDIA ENCODER,1,0
198,1199,2020-40,AMER,SLAM,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,115,RESUBSCRIBER - DORMANT,DESKTOP,OVERALL,1,1
199,1200,2019-20,JPN,JPN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,619,NEW - FIRST SUBSCRIPTION,MOBILE,ILLUSTRATOR IPAD,1,0
200,1201,2020-44,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,TM,ANNUAL,Direct_Purchase,87,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
201,1202,2020-30,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,183,NEW - FIRST SUBSCRIPTION,MOBILE,PHOTOSHOP EXPRESS,1,0
202,1203,2015-33,EMEA,FRA,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1994,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
203,1204,2017-42,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1193,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
204,1205,2020-16,ASIA,KOR,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,284,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
205,1206,2018-31,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,905,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,1,1
206,1207,2020-18,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Trial_Purchase,268,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
208,1209,2018-18,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,996,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
209,1210,2019-17,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,637,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,1,1
210,1211,2015-31,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,2003,EXISTING - ADDITIONAL,DESKTOP,PHOTOSHOP,1,1
211,1212,2020-47,AMER,US,GOVERNMENT,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,67,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
212,1213,2015-38,EMEA,EE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,1954,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
213,1214,2020-01,AMER,BRZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,389,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
214,1215,2021-04,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - LrCC - 1TB,IN,ANNUAL,Direct_Purchase,2,EXISTING - ADDITIONAL,NULL,NULL,1,NULL
215,1216,2019-51,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,401,EXISTING - ADDITIONAL,DESKTOP,OVERALL,1,1
216,1217,2021-01,EMEA,ITA,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,26,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
217,1218,2020-49,AMER,CAN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Rush,IN,MONTHLY,Direct_Purchase,49,EXISTING - ADDITIONAL,MOBILE,OVERALL,1,0
218,1219,2021-04,ASIA,KOR,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,ANNUAL,Direct_Purchase,5,EXISTING - ADDITIONAL,DESKTOP,ILLUSTRATOR,1,1
219,1220,2020-42,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,100,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
220,1221,2020-15,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,287,NEW - FIRST SUBSCRIPTION,DESKTOP,XD,1,1
221,1222,2018-12,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,TM,ANNUAL,Direct_Purchase,1038,EXISTING - ADDITIONAL,DESKTOP,OVERALL,1,1
222,1223,2020-39,ASIA,KOR,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,MONTHLY,Direct_Purchase,120,EXISTING - MIGRATE,DESKTOP,ILLUSTRATOR,1,1
222,1224,2020-45,ASIA,KOR,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - InDesign,IN,MONTHLY,Direct_Purchase,77,EXISTING - ADDITIONAL,DESKTOP,INDESIGN,1,0
223,1225,2016-48,EMEA,UK,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1519,NEW - FIRST SUBSCRIPTION,MOBILE,OVERALL,1,1
224,1226,2020-21,AMER,US,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,247,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
225,1227,2018-42,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,829,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
226,1228,2020-25,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,217,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
227,1229,2020-33,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,165,NEW - FIRST SUBSCRIPTION,DESKTOP,BRIDGE,1,1
228,1230,2020-06,JPN,JPN,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,353,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,0
229,1231,2020-06,ASIA,SEA,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,353,NEW - FIRST SUBSCRIPTION,DESKTOP,MEDIA ENCODER,1,1
230,1232,2020-24,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,228,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,1
231,1233,2017-26,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1308,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
232,1234,2019-25,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,582,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
233,1235,2019-44,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,448,NEW - RETURN 2 YEARS,DESKTOP,OVERALL,1,1
234,1236,2019-07,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,711,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,1,1
235,1237,2018-40,ASIA,IN,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,842,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
236,1238,2017-08,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1431,EXISTING - ADDITIONAL,DESKTOP,PHOTOSHOP,1,0
237,1239,2021-04,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - LrCC - 1TB,IN,ANNUAL,Trial_Purchase,5,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CC,1,1
238,1240,2020-16,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,283,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CC,1,1
239,1241,2020-03,ASIA,KOR,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,374,NEW - FIRST SUBSCRIPTION,DESKTOP,MEDIA ENCODER,1,0
240,1242,2020-27,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - InDesign,IN,ANNUAL,Direct_Purchase,207,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,1
241,1243,2019-52,EMEA,FRA,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,393,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,1
242,1244,2020-52,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,28,EXISTING - MIGRATE,DESKTOP,PHOTOSHOP,1,1
243,1245,2013-38,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2682,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,1
244,1246,2019-46,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,436,RESUBSCRIBER - RECENT,DESKTOP,PHOTOSHOP,1,1
245,1247,2018-52,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,756,NEW - FIRST SUBSCRIPTION,DESKTOP,XD,1,1
246,1248,2021-04,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - LrCC - 1TB,IN,ANNUAL,Trial_Purchase,4,RESUBSCRIBER - DORMANT,MOBILE,OVERALL,1,0
247,1249,2013-52,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,2583,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
248,1250,2020-25,AMER,MEX,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,223,RESUBSCRIBER - RECENT,DESKTOP,DREAMWEAVER,1,1
249,1251,2020-34,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Trial_Purchase,155,NEW - FIRST SUBSCRIPTION,DESKTOP,LIGHTROOM CLASSIC,1,1
250,1252,2020-22,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,239,NEW - FIRST SUBSCRIPTION,DESKTOP,BRIDGE,1,1
251,1253,2018-49,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,782,RESUBSCRIBER - RECENT,DESKTOP,OVERALL,1,1
252,1254,2020-29,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Trial_Purchase,189,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
253,1255,2014-09,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2520,NEW - FIRST SUBSCRIPTION,DESKTOP,XD,1,1
254,1256,2015-37,JPN,JPN,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1961,EXISTING - ADDITIONAL,DESKTOP,AUDITION,1,1
256,1258,2017-26,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1303,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
257,1259,2020-35,JPN,JPN,EDUCATION,E-TAIL/RETAIL,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,153,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
258,1260,2018-41,ASIA,KOR,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,837,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,1,1
259,1261,2020-19,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,261,EXISTING - MIGRATE,DESKTOP,INDESIGN,1,1
260,1262,2020-48,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,TEAM,CCT - Single App - Photoshop,TM,ANNUAL,Direct_Purchase,57,EXISTING - ADDITIONAL,DESKTOP,PHOTOSHOP,1,1
261,1263,2020-46,EMEA,FRA,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,72,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,0
262,1264,2019-22,JPN,JPN,EDUCATION,E-TAIL/RETAIL,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,608,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
263,1265,2019-05,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,722,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
264,1266,2019-48,EMEA,IBE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Trial_Purchase,423,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
265,1267,2016-44,EMEA,NORD,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1547,NEW - FIRST SUBSCRIPTION,DESKTOP,DREAMWEAVER,1,1
266,1268,2020-04,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,370,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,1
267,1269,2020-17,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,279,EXISTING - MIGRATE,DESKTOP,ILLUSTRATOR,1,1
268,1270,2020-29,EMEA,EE,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,189,NEW - FIRST SUBSCRIPTION,DESKTOP,MEDIA ENCODER,1,1
269,1271,2014-05,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,2552,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
270,1272,2021-01,EMEA,UK,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,25,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,0
271,1273,2013-27,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2761,NEW - FIRST SUBSCRIPTION,DESKTOP,ILLUSTRATOR,1,1
272,1274,2016-39,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1584,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,1,1
273,1275,2021-03,ASIA,ANZ,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Trial_Purchase,9,EXISTING - ADDITIONAL,DESKTOP,OVERALL,1,1
274,1276,2020-36,EMEA,ME,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,142,RESUBSCRIBER - RECENT,MOBILE,LIGHTROOM MOBILE,1,1
275,1277,2014-34,JPN,JPN,COMMERCIAL,E-TAIL/RETAIL,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,2349,NEW - FIRST SUBSCRIPTION,NULL,NULL,1,NULL
276,1278,2017-15,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,TM,ANNUAL,Direct_Purchase,1383,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
277,1279,2019-52,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,394,EXISTING - ADDITIONAL,DESKTOP,OVERALL,1,1
278,1280,2019-44,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,450,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
279,1281,2014-35,EMEA,EE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,2342,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
280,1282,2020-52,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Trial_Purchase,34,NEW - FIRST SUBSCRIPTION,DESKTOP,AFTER EFFECTS,1,0
281,1283,2019-19,JPN,JPN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - All Apps,TM,ANNUAL,Direct_Purchase,625,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
282,1284,2014-23,EMEA,GER,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,2423,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
283,1285,2020-51,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,39,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,0
284,1286,2020-32,EMEA,UK,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - Single App - Illustrator,IN,MONTHLY,Direct_Purchase,169,RESUBSCRIBER - RECENT,DESKTOP,ILLUSTRATOR,1,1
285,1287,2019-41,AMER,US,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,474,NEW - FIRST SUBSCRIPTION,MOBILE,LIGHTROOM MOBILE,1,1
286,1288,2018-15,AMER,SLAM,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1017,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,1
287,1289,2018-39,EMEA,IBE,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,851,NEW - FIRST SUBSCRIPTION,DESKTOP,INDESIGN,1,1
288,1290,2018-10,JPN,JPN,COMMERCIAL,RESELLER,REGULAR,TEAM,CCT - Single App - Photoshop,TM,ANNUAL,Direct_Purchase,1054,EXISTING - MIGRATE,DESKTOP,PHOTOSHOP,1,1
289,1291,2019-34,JPN,JPN,COMMERCIAL,E-TAIL/RETAIL,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,523,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
290,1292,2019-08,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,REGULAR,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,703,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
291,1293,2020-40,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,114,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
292,1294,2016-31,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1640,NEW - FIRST SUBSCRIPTION,DESKTOP,MEDIA ENCODER,1,1
293,1295,2015-48,EMEA,GER,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,1888,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
294,1296,2019-50,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,407,EXISTING - MIGRATE,DESKTOP,ACROBAT,1,0
295,1297,2020-42,EMEA,BEN,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,98,EXISTING - MIGRATE,DESKTOP,PREMIERE PRO,1,1
296,1298,2016-48,EMEA,ITA,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,1524,NEW - FIRST SUBSCRIPTION,MOBILE,PHOTOSHOP EXPRESS,1,1
297,1299,2020-10,JPN,JPN,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,326,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
298,1300,2020-34,AMER,BRZ,COMMERCIAL,ADOBE.COM/CC.COM,PROMO,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,157,NEW - FIRST SUBSCRIPTION,DESKTOP,PREMIERE PRO,1,1
299,1301,2017-41,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,1198,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
300,1302,2019-47,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,PHOTOGRAPHY,CCP - 20GB,IN,ANNUAL,Direct_Purchase,433,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
301,1303,2017-22,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,INDIVIDUAL,CCI - All Apps,IN,ANNUAL,Direct_Purchase,1336,NEW - FIRST SUBSCRIPTION,DESKTOP,OVERALL,1,1
302,1304,2019-49,AMER,US,COMMERCIAL,ADOBE.COM/CC.COM,REGULAR,ACROBAT CC,Acrobat,IN,ANNUAL,Direct_Purchase,417,NEW - FIRST SUBSCRIPTION,DESKTOP,ACROBAT,1,1
303,1305,2021-01,AMER,US,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Direct_Purchase,25,EXISTING - REACTIVATE,DESKTOP,ACROBAT,1,1
304,1306,2020-15,JPN,JPN,EDUCATION,ADOBE.COM/CC.COM,PROMO,STUDENT,STE - All Apps,IN,ANNUAL,Trial_Purchase,292,NEW - FIRST SUBSCRIPTION,DESKTOP,PHOTOSHOP,1,1
305,1307,2020-48,EMEA,UK,COMMERCIAL,APP STORE,REGULAR,INDIVIDUAL,CCI - Single App - Photoshop,IN,MONTHLY,Direct_Purchase,57,EXISTING - ADDITIONAL,MOBILE,PHOTOSHOP IPAD,1,0
306,1308,2020-05,AMER,US,COMMERCIAL,APP STORE,REGULAR,PHOTOGRAPHY,CCP - LrCC - 1TB,IN,MONTHLY,Trial_Purchase,361,NEW - FIRST SUBSCRIPTION,NULL,NULL,1,NULL
